0.467745	0.532255	0.637442	0.362558	0.485701	0.514299	0.058996	0.941004	0.139272	0.860728	0.476687	0.523313	0.969512	0.030488	0.953022	0.046978	0.539004	0.460996	0.081737	0.918263	0.369207	0.630793	0.960188	0.039812	0.465137	0.00987	0.969224	0.316826	0.321477	0.012527	0.678528	0.547648	0.296895	0.073036
0.47887	0.52113	0.637367	0.362633	0.48732	0.51268	0.81187	0.18813	0.482247	0.517753	0.475855	0.524145	0.916299	0.083701	0.951961	0.048039	0.41805	0.58195	0.083488	0.916512	0.531472	0.468528	0.951778	0.048222	0.485956	0.006272	0.970107	0.344289	0.3583	0.066342	0.70036	0.533411	0.339702	0.077229
0.558404	0.441596	0.692849	0.307151	0.545596	0.454404	0.32128	0.67872	0.648816	0.351184	0.550563	0.449437	0.893223	0.106777	0.837047	0.162953	0.509573	0.490427	0.177279	0.822721	0.422899	0.577101	0.832745	0.167255	0.481059	0.023078	0.964166	0.332115	0.326058	0.076878	0.686323	0.517548	0.337468	0.070412
0.456506	0.543494	0.61147	0.38853	0.46995	0.53005	0.16554	0.83446	0.292841	0.707159	0.462495	0.537505	0.90304	0.09696	0.912254	0.087746	0.531659	0.468341	0.095313	0.904687	0.422528	0.577472	0.941677	0.058323	0.552435	0.007929	0.972427	0.417896	0.405926	0.168878	0.73004	0.577598	0.415156	0.188528
0.457824	0.542176	0.614809	0.385191	0.439128	0.560872	0.52071	0.47929	0.639654	0.360346	0.459487	0.540513	0.904434	0.095566	0.957648	0.042352	0.831167	0.168833	0.024739	0.975261	0.243891	0.756109	0.966849	0.033151	0.46885	0.061691	0.911465	0.334259	0.342679	0.126823	0.665938	0.510824	0.333226	0.140571
0.476039	0.523961	0.639716	0.360284	0.446424	0.553576	0.823512	0.176488	0.915813	0.084187	0.484487	0.515513	0.945578	0.054422	0.967537	0.032463	0.990153	0.009847	0.015864	0.984136	0.314104	0.685896	0.962159	0.037841	0.456963	0.038627	0.937696	0.311509	0.312153	0.046272	0.661557	0.528423	0.296096	0.100542
0.476583	0.523417	0.641109	0.358891	0.507801	0.492199	0.891924	0.108076	0.332643	0.667357	0.476321	0.523679	0.938652	0.061348	0.955822	0.044178	0.190051	0.809949	0.112179	0.887821	0.733729	0.266271	0.954756	0.045244	0.470898	0.000343	0.973905	0.316754	0.320041	0.005378	0.683645	0.573421	0.298605	0.095964
0.542732	0.457268	0.691136	0.308864	0.562016	0.437984	0.972009	0.027991	0.209528	0.790472	0.551934	0.448066	0.942541	0.057459	0.823321	0.176679	0.475504	0.524496	0.214028	0.785972	0.49746	0.50254	0.849344	0.150656	0.485449	0.017946	0.973951	0.335186	0.332401	0.090472	0.695571	0.513249	0.353233	0.051183
0.537753	0.462247	0.682068	0.317932	0.531612	0.468388	0.768786	0.231214	0.722469	0.277531	0.533961	0.466039	0.911499	0.088501	0.875753	0.124247	0.498933	0.501067	0.150493	0.849507	0.554833	0.445167	0.870387	0.129613	0.559331	0.000141	0.961968	0.42841	0.441714	0.193518	0.746273	0.564459	0.434511	0.219754
0.482105	0.517895	0.645745	0.354255	0.490852	0.509148	0.498935	0.501065	0.722983	0.277017	0.49207	0.50793	0.944088	0.055912	0.937181	0.062819	0.52132	0.47868	0.095147	0.904853	0.713192	0.286808	0.944994	0.055006	0.53248	0.003298	0.978595	0.388597	0.379917	0.131398	0.721746	0.57109	0.392308	0.152265
0.496921	0.503079	0.651913	0.348087	0.479087	0.520913	0.513464	0.486536	0.78839	0.21161	0.496936	0.503064	0.918587	0.081413	0.937357	0.062643	0.725688	0.274312	0.067357	0.932643	0.404255	0.595745	0.935309	0.064691	0.484982	0.012939	0.964565	0.331348	0.335543	0.076071	0.693877	0.550339	0.341069	0.110411
0.470434	0.529566	0.639857	0.360143	0.475386	0.524614	0.952905	0.047095	0.44149	0.55851	0.48353	0.51647	0.958104	0.041896	0.951073	0.048927	0.731329	0.268671	0.067947	0.932053	0.418525	0.581475	0.970949	0.029051	0.491348	0.006836	0.971004	0.339721	0.335809	0.056733	0.694465	0.553119	0.333498	0.109442
0.488954	0.511046	0.641249	0.358751	0.479739	0.520261	0.633565	0.366435	0.866912	0.133088	0.486978	0.513022	0.89649	0.10351	0.935882	0.064118	0.548561	0.451439	0.077813	0.922187	0.592978	0.407022	0.936757	0.063243	0.482279	0.002743	0.96221	0.331224	0.346314	0.050706	0.697282	0.533277	0.329068	0.109452
0.509992	0.490008	0.66775	0.33225	0.533886	0.466114	0.754053	0.245947	0.173969	0.826031	0.524455	0.475545	0.945514	0.054486	0.860203	0.139797	0.526094	0.473906	0.175045	0.824955	0.502526	0.497474	0.902028	0.097972	0.480546	0.028255	0.956021	0.327767	0.31658	0.077568	0.679855	0.536284	0.331858	0.106053
0.475055	0.524945	0.622859	0.377141	0.470784	0.529216	0.082861	0.917139	0.426928	0.573072	0.474148	0.525852	0.884334	0.115666	0.905834	0.094166	0.615098	0.384902	0.087748	0.912252	0.299175	0.700825	0.925857	0.074143	0.53069	0.007703	0.946775	0.392473	0.412809	0.159137	0.727976	0.53339	0.401527	0.201498
0.678347	0.321653	0.782863	0.217137	0.701848	0.298152	0.367883	0.632117	0.197062	0.802938	0.678321	0.321679	0.921813	0.078187	0.592673	0.407327	0.144577	0.855423	0.454145	0.545855	0.659427	0.340573	0.594089	0.405911	0.479126	0.054669	0.920596	0.344273	0.343585	0.120103	0.670557	0.518059	0.336039	0.143872
0.585926	0.414074	0.716613	0.283387	0.581815	0.418185	0.748597	0.251403	0.639917	0.360083	0.585302	0.414698	0.904293	0.095707	0.778905	0.221095	0.497703	0.502297	0.242762	0.757238	0.548297	0.451703	0.788635	0.211365	0.690484	0.000885	0.974443	0.60077	0.603373	0.435177	0.822776	0.690926	0.607925	0.406308
0.462138	0.537862	0.621318	0.378682	0.458723	0.541277	0.398749	0.601251	0.294393	0.705607	0.457394	0.542606	0.913118	0.086882	0.969552	0.030448	0.595637	0.404363	0.040396	0.959604	0.204264	0.795736	0.969143	0.030857	0.584652	0.000086	0.969346	0.454178	0.450978	0.224768	0.754878	0.600134	0.459012	0.259999
